,id,key,name,description,mode,isSystem,projectId,createdAt,updatedAt,creator,updater
0,JoOGlKoY,productListType_pvar,商品分类页类型,在商品分类页面浏览的是“为您推荐”、“电子产品”、“生活用品”、“服装”,DIRECT,False,z98jGyZP,1550837682000,1550837682000,王颖,王颖
